created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 24 15:09:43 +0000 2023;1,72E+18;@WallStreetSilv Isnâ€™t it now more important for these Muslim brothers and sisters to go back home to help their people? Leave then if they feel so much about Palestine. go back and help.;0;0;0;0;en;1,60E+18;1,72E+18;MayRC60924902;https://twitter.com/MayRC60924902/status/1716834360006238530
Tue Oct 24 15:09:43 +0000 2023;1,72E+18;Once upon a time in Iraq :: Must watch documentaries https://t.co/dUTc3hRGbr #gaza #iraq #Gaza_Genocide #Palestine #PalestineHolocaust #GenocideJoe #USArmy;0;0;0;0;en;97675094;1,72E+18;Gettingcontext;https://twitter.com/Gettingcontext/status/1716834359242842138
Tue Oct 24 15:09:42 +0000 2023;1,72E+18;@unknownn145 Ek he taraf ki baat karo. agar ladai karke he Palestine jitna hai to phir saare agreement ek taraf ho he jayenge;0;1;0;0;hi;9,27E+17;1,72E+18;deshbhakt_manav;https://twitter.com/deshbhakt_manav/status/1716834358269739225
Tue Oct 24 15:09:42 +0000 2023;1,72E+18;@DrLoupis #Free_Palestine;0;0;0;0;qme;1,12E+18;1,72E+18;AbdoEidRamadan;https://twitter.com/AbdoEidRamadan/status/1716834356981817741
Tue Oct 24 15:09:42 +0000 2023;1,72E+18;@tb_draws i got so distracted by his beautiful face that i forgot to steal your quarters;0;1;0;1;en;1,22E+18;1,72E+18;haverdoodles;https://twitter.com/haverdoodles/status/1716834356394942496
Tue Oct 24 15:09:42 +0000 2023;1,72E+18;current reading list: remembering the palestinian nakba/dr. nur masalha nakba and survival/dr. adel manna the biggest prison on earth and the ethnic cleansing of palestine/dr. ilan pappe (cadillac desert + bitter fruit) https://t.co/KdWnTRhXge;0;1;1;1;en;1,22E+18;1,72E+18;MenacePossum;https://twitter.com/MenacePossum/status/1716834355656499312
Tue Oct 24 15:09:42 +0000 2023;1,72E+18;It is clear. its not about Hamas. its all about genocide and wiping out Palestine to steal their land;0;0;0;0;en;401929303;1,72E+18;Mohammed2Fadhil;https://twitter.com/Mohammed2Fadhil/status/1716834355635741178
Tue Oct 24 15:09:41 +0000 2023;1,72E+18;@SecBlinken @UN Israel has the right to defend itself. If the Palestinians defend themselves is this called terrorism? This is called double standards. Although there is no such thing as Israel. only Palestine ðŸ‘‡ https://t.co/u6nwM7kBsN;0;0;0;1;en;1,65E+18;1,72E+18;neset_a7a;https://twitter.com/neset_a7a/status/1716834352577867858
Tue Oct 24 15:09:41 +0000 2023;1,72E+18;@Ramy_Sawma I STAND WITH PALESTINE ðŸ‡µðŸ‡¸;0;0;0;0;en;1,38E+18;1,72E+18;ThePorte;https://twitter.com/ThePorte/status/1716834350812324002
Tue Oct 24 15:09:40 +0000 2023;1,72E+18;@jacksonhinklle Palestine will be free;0;0;0;0;en;1,54E+18;1,72E+18;RealMonster02;https://twitter.com/RealMonster02/status/1716834348908089448
Tue Oct 24 15:09:40 +0000 2023;1,72E+18;anyway he looks good af  Flashback when you met me Your buzzcut and my hair bleached Even in my worst times You could see the best of me https://t.co/oAgAPYsqHP;0;0;0;2;en;1,66E+18;1,72E+18;BLUDNYGMA;https://twitter.com/BLUDNYGMA/status/1716834348681589130
Tue Oct 24 15:09:40 +0000 2023;1,72E+18;@PerkzParker Spider man;0;0;0;0;en;1,55E+18;1,72E+18;MWho616;https://twitter.com/MWho616/status/1716834346878070832
Tue Oct 24 15:09:39 +0000 2023;1,72E+18;@LBC @NickFerrariLBC Is she so nieve that she thinks that only people of the Jewish faith are the victims of hate crimes. What is happening now in Palestine is. by any definition. a hate crime. Unfortunately. Natasha Hausdorff is not an objective voice in this conflict.;0;0;0;0;en;1,65E+18;1,72E+18;KevinCa18476516;https://twitter.com/KevinCa18476516/status/1716834344982163644
Tue Oct 24 15:09:39 +0000 2023;1,72E+18;AVEC SES LUNETTES NN JE MEURS;0;1;0;0;fr;1,25E+18;1,72E+18;NothernLeiLight;https://twitter.com/NothernLeiLight/status/1716834344939974688
Tue Oct 24 15:09:39 +0000 2023;1,72E+18;@naeemkhtr322 @DrLoupis Free Palestine from Hamas!! Freedom is not free.;0;0;0;0;en;394706660;1,72E+18;FriasBarbara;https://twitter.com/FriasBarbara/status/1716834343560118713
Tue Oct 24 15:09:39 +0000 2023;1,72E+18;@JamesCleverly It's Netanyahu who does not support this.  He wants Palestine removed entirely and his government has been chipping away at this idea for 75 years.  As it was always planned back in 1948.;0;0;0;0;en;2827005161;1,72E+18;s0nicattack;https://twitter.com/s0nicattack/status/1716834343195451468
Tue Oct 24 15:09:39 +0000 2023;1,72E+18;@DailyLoud Nah we all should be like Joe. it ainâ€™t our problem. TF! I never heard or seen Palestine ðŸ‡µðŸ‡¸ support anything about America or black Americans. Show PROOF!? Anyone. Thatâ€™s a whole different country. whole different Laws. whole different culture and history. Americans need to stop.;0;0;0;1;en;1,65E+18;1,72E+18;DYT4nem;https://twitter.com/DYT4nem/status/1716834343148986743
Tue Oct 24 15:09:38 +0000 2023;1,72E+18;Stop the genocide #gaza #palestine  #Gaza_Genocide https://t.co/I9TcluvZmE;0;0;0;0;en;1,50E+18;1,72E+18;Sidman123456;https://twitter.com/Sidman123456/status/1716834341542834626
Tue Oct 24 15:09:38 +0000 2023;1,72E+18;Heâ€™s the cutest actually https://t.co/DKdp8oaCEc;0;0;0;7;en;1,47E+18;1,72E+18;omaristheloml;https://twitter.com/omaristheloml/status/1716834338657218687
Tue Oct 24 15:09:38 +0000 2023;1,72E+18;@SUGGARDADDY___ From the river to the sea. Palestine will be free!  #SAVEGAZA #SAVEPALESTINE ðŸ‡µðŸ‡¸ðŸ‡µðŸ‡¸ðŸ‡µðŸ‡¸;0;0;0;0;en;88608514;1,72E+18;syadaplayou;https://twitter.com/syadaplayou/status/1716834337847759300
Tue Oct 24 15:09:37 +0000 2023;1,72E+18;i love my boyfriend so much. the degree to which they have stood up for me against people i never thought i'd have to defend myself against. the way they've been taking care of me daily while standing on business for Palestine in a hardline Zionist natal family. angel of mine!;0;2;0;39;en;368565886;1,72E+18;Muna_Mire;https://twitter.com/Muna_Mire/status/1716834337428062647
Tue Oct 24 15:09:37 +0000 2023;1,72E+18;"@JamesCleverly Yes. Hamas doesn't favor a two-state solution"" because they're fighting to stamp out Israeli apartheid and colonialism. triggering Exodus 2.0 - from Palestine.""";0;0;0;0;en;244701203;1,72E+18;malik_in_dc;https://twitter.com/malik_in_dc/status/1716834337017266629
Tue Oct 24 15:09:37 +0000 2023;1,72E+18;@Anna_AnninaEl I am standing for Palestine #FreePalestine;0;0;0;0;en;1615674798;1,72E+18;hassanparvez101;https://twitter.com/hassanparvez101/status/1716834335855407221
Tue Oct 24 15:09:37 +0000 2023;1,72E+18;@jacksonhinklle Hamas must surrender. then elections. Maybe then reasonable people can negotiate. Until then. Palestine run by religious zealots and martyrs will always be a shitshow of pain and suffering.;0;0;0;1;en;4462866256;1,72E+18;mikecarver17;https://twitter.com/mikecarver17/status/1716834334831690223
Tue Oct 24 15:09:36 +0000 2023;1,72E+18;Wear a red long sleeve shirt and silver chains with a fitted hat if youâ€™re allys boyfriend ðŸ˜­ðŸ˜­ https://t.co/We0DDJ3T9j;0;0;0;2;en;1,60E+18;1,72E+18;ncctwice;https://twitter.com/ncctwice/status/1716834333401755836
Tue Oct 24 15:09:36 +0000 2023;1,72E+18;@AlineCitoyenneB @soundtrue2 @thomaslevrai33 @Karl_Peter_Abel @silvano_trotta Non mais vous ne comprenez pas. on ne peut pas avoir d'empathie pour les enfants de Palestine.  Sinon Ã§a veut dire qu'on est pro terroriste.  Blanc ou noir.;0;0;0;2;fr;1,37E+18;1,72E+18;lthe_z;https://twitter.com/lthe_z/status/1716834333129089031
Tue Oct 24 15:09:35 +0000 2023;1,72E+18;The world stands with Palestine All except World Leaders Why ?;0;0;0;0;en;1,43E+18;1,72E+18;AnnDoyl79396485;https://twitter.com/AnnDoyl79396485/status/1716834327491994058
Tue Oct 24 15:09:35 +0000 2023;1,72E+18;@MuhammadSmiry Always praying for the people of gaza Palestine ðŸ¤²ðŸ»ðŸ¥º #FreePalestine #Gaza_Genocide;0;0;0;0;en;1,38E+18;1,72E+18;Nurseairah;https://twitter.com/Nurseairah/status/1716834325822386612
Tue Oct 24 15:09:34 +0000 2023;1,72E+18;"Please watch this video. before you fall for the Hamas Palestine"" propaganda and learn in a few minutes something about #history. then read some history books. instead of reading only fake crap on the net! The history of Israel begins in the 2nd millennium BCE. NOT 1949!  #facts""";0;0;0;0;en;1,44E+18;1,72E+18;vegan_v_vegan;https://twitter.com/vegan_v_vegan/status/1716834325013184796
Tue Oct 24 15:09:34 +0000 2023;1,72E+18;Ey yeryÃ¼zÃ¼ndeki muminler  MÃ¼slÃ¼manlar birleÅŸirse bu gÃ¶rÃ¼ntÃ¼ler gerÃ§ek olucak. #qatar #arabia #BAE #ÙƒØªØ§Ø¦Ø¨_Ø§Ù„Ù‚Ø³Ø§Ù… #Ù…Ø³ØªØ´ÙÙ‰_Ø§Ù„Ù‚Ø¯Ø³  #Gaza  #Palestine  #Pakistan #suriye #Ä±rak #mÄ±sÄ±r #etopya https://t.co/CpaRUoB3iw;0;0;0;0;tr;2303313464;1,72E+18;serafettinaktar;https://twitter.com/serafettinaktar/status/1716834322827636991
Tue Oct 24 15:09:33 +0000 2023;1,72E+18;Globally. including in Pakistan. military courts play a crucial role in addressing national security issues. #Pakistan #pakarmy #PapaEnApuros #Gaza_Genocide  #Gaza #Palestine  #Ø¯ÛØ´ØªÚ¯Ø±Ø¯ÙˆÚº_Ú©ÛŒÙ„ÛŒÛ“_Ù…Ù„Ù¹Ø±ÛŒ_Ú©ÙˆØ±Ù¹Ø³ https://t.co/PAf2Dqd1Y9;0;0;0;0;en;1,69E+18;1,72E+18;wazir80260;https://twitter.com/wazir80260/status/1716834320466448781
Tue Oct 24 15:09:33 +0000 2023;1,72E+18;@rasalistair @DiscussingFilm There already is going to be one;0;0;0;0;en;1,53E+18;1,72E+18;taycadie;https://twitter.com/taycadie/status/1716834320336421074
Tue Oct 24 15:09:33 +0000 2023;1,72E+18;"@Ostrov_A Jordan is Arab Palestine""""";0;0;0;0;et;1,70E+18;1,72E+18;DonaldH97030;https://twitter.com/DonaldH97030/status/1716834319464010237
Tue Oct 24 15:09:33 +0000 2023;1,72E+18;Ú©ÛØ§Úº ÛÛŒÚº Ø¹Ø±Ø¨Û”ØŸ Ú©ÛØ§Úº ÛÛŒÚº Ù…Ø³Ù„Ù…Ø§Ù†ØŸ  #Gaza_Genocide #Gazabombing #GazaUnderAttack #GazaGenocides #IsraelTerorrist #PalestinianGenocide #PalestineWar #FreePalaestine #Iraq #Iran #SaudiArabia #Turkey  #kuwait #dubai https://t.co/wQkhyI3qhJ;0;0;0;0;ur;1,58E+18;1,72E+18;Rana_Nouman1;https://twitter.com/Rana_Nouman1/status/1716834318797168672
Tue Oct 24 15:09:32 +0000 2023;1,72E+18;@calvinrobinson Watch out what you wish for.  Hamas are hiding between the innocent people of Palestine and will use your love for the Palestinians to get into other countries and cause war!;0;0;0;0;en;1,50E+18;1,72E+18;catzyladymish;https://twitter.com/catzyladymish/status/1716834314179248467
Tue Oct 24 15:09:31 +0000 2023;1,72E+18;â¤ï¸â¤ï¸;0;0;0;0;art;478569595;1,72E+18;AhmedZiiiZooo;https://twitter.com/AhmedZiiiZooo/status/1716834312010748239
Tue Oct 24 15:09:31 +0000 2023;1,72E+18;@ajaGunSEgun_ @jacksonhinklle In 1939 the name Palestine was used mainly to refer to Jewish Palestine â€¦ just a detail;0;0;0;0;en;632380965;1,72E+18;amiodezky;https://twitter.com/amiodezky/status/1716834310194602393
Tue Oct 24 15:09:31 +0000 2023;1,72E+18;Ù‚Ø¶ÙŠØ© ÙÙ„Ø³Ø·ÙŠÙ† Ù…Ø´ Ù‚Ø¶ÙŠØ© Ø¯ÙŠÙ† Ø§Ø³Ù„Ø§Ù… Ø§Ùˆ Ù…Ø³ÙŠØ­ÙŠØ© Ø§Ùˆ ÙŠÙ‡ÙˆØ¯ÙŠÙ‡ Ù‚Ø¶ÙŠØ© ÙÙ„Ø³Ø·ÙŠÙ† Ù‚Ø¶ÙŠØ© Ø­Ø±ÙŠØ© ÙˆØ¹Ø¯Ù„ ÙˆÙ…Ø³Ø§ÙˆØ§Ù‡ ØªØ­Ø±ÙŠØ± Ø§Ù„Ø§Ø±Ø¶ Ù„Ø§ØµØ­Ø§Ø¨Ù‡Ø§ Ù…Ù…Ù† Ø³Ø±Ù‚Ù‡Ø§  #Isreal #Gaza_Genocide #Palestine;0;0;0;1;ar;8,71E+17;1,72E+18;asmaaradwana;https://twitter.com/asmaaradwana/status/1716834309108125936
Tue Oct 24 15:09:29 +0000 2023;1,72E+18;@Sprinter99800 Teach them a lesson â­•â­•ðŸ•Šï¸ðŸ‡µðŸ‡¸;0;0;0;0;en;1,28E+18;1,72E+18;AdiAdil89;https://twitter.com/AdiAdil89/status/1716834303609598186
Tue Oct 24 15:09:29 +0000 2023;1,72E+18;am I fasting all day for these children in Palestine? Yes ðŸ¤ðŸ½;0;0;0;0;en;1,10E+18;1,72E+18;brezlee1;https://twitter.com/brezlee1/status/1716834303567675838
Tue Oct 24 15:09:29 +0000 2023;1,72E+18;@AdamKinzinger WTF are you talking about? Under Biden. weâ€™re at the verge of WW3 with Russia/Ukraine. Israel/Palestine.   Under Trump. everything was great. Peace. cost of living. national security. interest rates. military..    Seriously. what are you talking about??;0;0;0;1;en;1,46E+18;1,72E+18;LW_Newsblast;https://twitter.com/LW_Newsblast/status/1716834303391191143
Tue Oct 24 15:09:29 +0000 2023;1,72E+18;Joy Behar gave a mini speech about the war. but didn't say muslim/islam. Gaza. or Palestine. She only gave a zionist speech on antisemitism.  #TheView;0;0;0;0;en;2257825398;1,72E+18;LarryAJRobinson;https://twitter.com/LarryAJRobinson/status/1716834302640435318
Tue Oct 24 15:09:29 +0000 2023;1,72E+18;@missreputati0n @alluringrep @peaaachesxx Palestine was the one declining the 2 state agreements ðŸ‘;0;1;0;0;en;1,63E+18;1,72E+18;Puggersxdd;https://twitter.com/Puggersxdd/status/1716834301117964798
Tue Oct 24 15:09:29 +0000 2023;1,72E+18;@carmelanegrete @PabloIglesias @BBC @nytimes No hace falta ser â€œperiodistaâ€ para entender lo que significa â€œFree Palestineâ€. Lo acabamos de comprobar el 7 de Octubre y en las manifestaciones que le siguieron el 8 de octubre. incluso antes de que Israel respondiÃ³. Tu no eres periodista. eres portavoz de @PabloIglesias.;0;0;0;0;es;8,30E+17;1,72E+18;yrlevy;https://twitter.com/yrlevy/status/1716834300916597083
Tue Oct 24 15:09:28 +0000 2023;1,72E+18;@moonyends Are you serious? What Palestine? Never been such entity before 48. The were the British. and Othmans before that. There were Arab and Jews living together until British mandate was over. And then both of them got UN right to establish a state. Israel did it. Arabs fight till now.;0;1;0;0;en;23128695;1,72E+18;yaniv_11;https://twitter.com/yaniv_11/status/1716834299033370640
Tue Oct 24 15:09:28 +0000 2023;1,72E+18;"UK and Europe are now waking up to understand what the protest ""Free Palestine"" really means""""";0;0;1;1;en;24597982;1,72E+18;iamtenseven;https://twitter.com/iamtenseven/status/1716834298861654422
Tue Oct 24 15:09:28 +0000 2023;1,72E+18;MEMO ON THE FINAL SOLUTION FOR ONE STATE â€“ ISRAEL OR PALESTINE https://t.co/wXdsowcJ2v;0;0;0;1;en;1,02E+18;1,72E+18;callmefree1;https://twitter.com/callmefree1/status/1716834298475753967
Tue Oct 24 15:09:28 +0000 2023;1,72E+18;oh they can send aid without having to be checked but for Palestine. they have to check one by one the aid to be delivered from outside. Israel is a TERRORIST state!;0;0;1;1;en;1,10E+18;1,72E+18;IkaaZainuddin;https://twitter.com/IkaaZainuddin/status/1716834297284616400
Tue Oct 24 15:09:28 +0000 2023;1,72E+18;@paekapooo Ø§Ø­Ø³ ÙƒØ§Ù†Ùˆ ÙŠØ¨ØºÙˆÙ† Ø§ØªÙ†Ø´Ù† Ø¨Ø³  Ø§Ù†ØªÙŠ Ø§ÙŠØ´ ØªØªÙˆÙ‚Ø¹ÙŠÙ†ØŸ;0;0;0;0;ar;1,53E+18;1,72E+18;RyeEXO;https://twitter.com/RyeEXO/status/1716834296709759014
Tue Oct 24 15:09:27 +0000 2023;1,72E+18;#Palestine;0;0;0;0;qht;9,45E+17;1,72E+18;Huda26986254;https://twitter.com/Huda26986254/status/1716834293752938654
Tue Oct 24 15:09:26 +0000 2023;1,72E+18;To my current moots: If i see you not posting ANYTHING about whats going on in palestine right now (like not even a simple repost) or posting/reposting things that are islamaphobic (whether its indiscreet or discreet) you will automatically be blocked my me.;0;0;0;1;en;1,51E+18;1,72E+18;vhannadiaries;https://twitter.com/vhannadiaries/status/1716834291383177621
Tue Oct 24 15:09:26 +0000 2023;1,72E+18;@s_afreen7 à¤ªà¤¹à¤²à¥‡ à¤²à¤¿à¤–à¤¨à¤¾ à¤¸à¥€à¤– Palestine à¤«à¤¿à¤° à¤–à¤¡à¤¼à¥€ à¤¹à¥‹ à¤œà¤‡à¤¯à¥‹ à¤¦à¥‹à¤¨à¥‹ à¤Ÿà¤¾à¤‚à¤—à¥‹ à¤ªà¤°;0;0;0;0;hi;144441773;1,72E+18;Bali14Viking;https://twitter.com/Bali14Viking/status/1716834289277612306
Tue Oct 24 15:09:25 +0000 2023;1,72E+18;@ShaykhSulaiman Palestine is their homeland. why would they leave?   #israelcuak #opsbadai  #BringThemHome https://t.co/wkDox6YUqB;0;0;1;1;en;1,49E+18;1,72E+18;diramustafa;https://twitter.com/diramustafa/status/1716834286853366001
Tue Oct 24 15:09:25 +0000 2023;1,72E+18;@CensoredMen Palestine stands with Hamas https://t.co/1C2VfDu9TT;0;0;0;0;en;2303377808;1,72E+18;brent_whiteside;https://twitter.com/brent_whiteside/status/1716834285779603873
Tue Oct 24 15:09:25 +0000 2023;1,72E+18;Yâ€™a une petite fille noire elle mâ€™a vue elle a souri avec ses petites tresses trop mims la;0;1;0;0;fr;1,25E+18;1,72E+18;NothernLeiLight;https://twitter.com/NothernLeiLight/status/1716834285712257287
Tue Oct 24 15:09:25 +0000 2023;1,72E+18;âš ï¸ILS BRULENT DES PORTRAITS DE MACRON âš ï¸  ðŸ—£ï¸ A Ramallah en Palestine. suite Ã  la visite du prÃ©sident FranÃ§ais . Emmanuel Macron  en IsraÃ«l puis en Palestine Macron. des manifestants ont brÃ»lÃ©s des images de Macron en sur la place publique #israel #palestine  #Macron #Gaza #Hamas https://t.co/WZjy3wg8ON;1;1;4;8;fr;1,15E+18;1,72E+18;RN49490561;https://twitter.com/RN49490561/status/1716834284777120039
Tue Oct 24 15:09:25 +0000 2023;1,72E+18;@Affenpocker I donâ€™t care about what your opinion on this conflict is. You canâ€™t be gay and for Palestine.;0;0;0;0;en;1,29E+18;1,72E+18;Battery_Boy__;https://twitter.com/Battery_Boy__/status/1716834283669844356
Tue Oct 24 15:09:24 +0000 2023;1,72E+18;"@GENUINEANEEX @PapaSmu22074040 @sospunjab And Romans didn't expel anyone . Jews went to colonize the goyim"" nations because of their true religion and not Judaism . Palestine always existed . Jews came and stole lands from Canaatis as well""";0;0;0;1;en;1,65E+18;1,72E+18;lira_lirlir;https://twitter.com/lira_lirlir/status/1716834281635422596
Tue Oct 24 15:09:24 +0000 2023;1,72E+18;@Roxyafs @dqrknesswrld The acting in question ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/Cg1uGa2UiW;0;0;0;0;en;3598097602;1,72E+18;aitianformuse;https://twitter.com/aitianformuse/status/1716834279844679961
Tue Oct 24 15:09:24 +0000 2023;1,72E+18;@pierre_jacquel2 @Benchimolium @Geek_Palestine Si seulement il y avait une discipline scientifique en plein essor depuis 15 ans. dont c'est littÃ©ralement le sujet d'Ã©tudier l'histoire des populations humaines.  Mais bon c'est plus simple de balancer des tropes antisÃ©mites grossiers sur Twitter;0;0;0;0;fr;8,49E+17;1,72E+18;Dimdamm0;https://twitter.com/Dimdamm0/status/1716834279114813765
Tue Oct 24 15:09:23 +0000 2023;1,72E+18;@SStricklandMMA People were whining free Ukraine not so long ago. Did those texts free them? Itâ€™s not about being insensitive. but typing â€œFree Palestineâ€ isnâ€™t practical and isnâ€™t gonna change anything. People are still gonna die. sadly. And. it could happen to anyone of us.;0;0;0;0;en;1,46E+18;1,72E+18;ShawnCAnthony;https://twitter.com/ShawnCAnthony/status/1716834277391049117
Tue Oct 24 15:09:23 +0000 2023;1,72E+18;@revolutism h u h;0;0;0;0;und;1,70E+18;1,72E+18;Pupp3tScarf;https://twitter.com/Pupp3tScarf/status/1716834277185507497
Tue Oct 24 15:09:22 +0000 2023;1,72E+18;1. !$lamist Palestine supporter calling India a terrorist state.  2. DMK govt says no object to give bail to terrorist Al Ummah chief Basha 3. Active terror infra that is still being unearthed  All this is a recipe for disaster &amp  signal bad events around the corner for TN ðŸ˜¢ n/n;0;0;0;1;en;2829007349;1,72E+18;ArvinthaB;https://twitter.com/ArvinthaB/status/1716834272537960517
Tue Oct 24 15:09:22 +0000 2023;1,72E+18;@syafiqshams Tambah sikit.   palestine will be free - maher zain Pejuang AlQassam - Hijjaz. tp kat youtube takde. Music app lain taktau ade ke tak;0;0;0;1;in;1482691020;1,72E+18;SeliparPutusss;https://twitter.com/SeliparPutusss/status/1716834270726263112
Tue Oct 24 15:09:21 +0000 2023;1,72E+18;@HillelNeuer And Israel and the West have a shortage of empathy for the innocent people of Palestine who are the prime victims of the Israeli assault!;0;0;0;0;en;1942208022;1,72E+18;OfficiaIRed;https://twitter.com/OfficiaIRed/status/1716834269551607864
Tue Oct 24 15:09:21 +0000 2023;1,72E+18;ATEE COMEBACK PITIIEE;0;2;0;1;tl;1,64E+18;1,72E+18;oneweaklys;https://twitter.com/oneweaklys/status/1716834268671082698
Tue Oct 24 15:09:20 +0000 2023;1,72E+18;Jane is a mood ðŸ¤£. she wants kiss from Khun #à¸ªà¸·à¸šà¸¥à¸±à¸šà¸«à¸¡à¸­à¸£à¸°à¸šà¸²à¸”à¸•à¸­à¸™à¸ˆà¸š https://t.co/Q2dteEYE7F;0;0;1;4;en;1,19E+18;1,72E+18;Munira60328581;https://twitter.com/Munira60328581/status/1716834264036335943
Tue Oct 24 15:09:19 +0000 2023;1,72E+18;@PapillonLvr @hvacgirl1973 @Road1948 @CTVNews Why is she shaking  hands with people that burned her neighbors alive?;0;1;0;0;en;1,58E+18;1,72E+18;FanaticOilers;https://twitter.com/FanaticOilers/status/1716834261301703043
Tue Oct 24 15:09:19 +0000 2023;1,72E+18;Palestine has no civil rights laws that protect LGBT people from discrimination nor harassment1. According to Pew Research. 93% of the Palestinian population is completely opposed to homosexuality. a percentage among the highest in the world.;0;0;0;1;en;1,56E+18;1,72E+18;yoommik22;https://twitter.com/yoommik22/status/1716834260739313937
Tue Oct 24 15:09:19 +0000 2023;1,72E+18;@Israel ISIS beheaded Muslims and stormed Islamic countries.   @Israel has been ripping up children and storming not only #Gaza but the whole #Palestine for decades as well.   ISRAEL=ISIS #GenocideinGaza;0;0;0;0;en;1484360862;1,72E+18;cnyt_yvz;https://twitter.com/cnyt_yvz/status/1716834260475416903
Tue Oct 24 15:09:19 +0000 2023;1,72E+18;@RightAndRude @Ape_of_Verity @jacksonhinklle Oh lord â€¦ why canâ€™t we have it all? I knew there was something off about him Cz of the American flag/the gun etc. but I donâ€™t wanna unfollow only Cz heâ€™s bringing so much awareness to the genocide;0;0;0;0;en;1,16E+18;1,72E+18;BeyRange;https://twitter.com/BeyRange/status/1716834259011317957
Tue Oct 24 15:09:19 +0000 2023;1,72E+18;@EmmanuelMacron en @AudiFrance a #ramallah #palestine;0;0;0;0;und;7,15E+17;1,72E+18;videokizomba;https://twitter.com/videokizomba/status/1716834258604691533
Tue Oct 24 15:09:18 +0000 2023;1,72E+18;From the river to the sea palestine will be free   #Palestine #gaza https://t.co/rnGKAIJ9I4;0;0;0;0;en;152292684;1,72E+18;alhashash_M;https://twitter.com/alhashash_M/status/1716834255555199440
Tue Oct 24 15:09:18 +0000 2023;1,72E+18;All of us who stand with Palestine do not need to add anything further because this says it all ðŸ‘‡when the POTUS sends out a msg that Palestinians have a right to self determination #Gaza;0;0;0;1;en;403455805;1,72E+18;chrissie_trice1;https://twitter.com/chrissie_trice1/status/1716834255379275984
Tue Oct 24 15:09:18 +0000 2023;1,72E+18;"à¤ªà¥à¤£à¥‡ à¤œà¤¿à¤²à¥‡ à¤•à¥‡ à¤—à¤¯à¥à¤¯à¥‚à¤° à¤®à¥à¤¸à¤²à¤®à¤¾à¤¨à¥‹à¤‚ à¤¨à¥‡ à¤…à¤ªà¤¨à¤¾ à¤•à¥Œà¤®à¥€ à¤‡à¤¤à¥à¤¤à¥‡à¤¹à¤¾à¤¦ à¤¦à¤¿à¤–à¤¾à¤¤à¥‡ à¤¹à¥à¤. 228000++ à¤¸à¥‡ à¤œà¥à¤¯à¤¾à¤¦à¤¾ à¤•à¥€ à¤¤à¤¾à¤¦à¤¾à¤¦ à¤®à¥‡à¤‚ à¤‡à¤•à¤Ÿà¥à¤ à¤¾ à¤¹à¥‹à¤•à¤° à¤«à¤¿à¤²à¤¿à¤¸à¥à¤¤à¥€à¤¨ à¤•à¥‡ à¤®à¥à¤¸à¤²à¤®à¤¾à¤¨à¥‹ à¤•à¥‡ à¤²à¤¿à¤ à¤¹à¤• à¤®à¥‡à¤‚ à¤¦à¥à¤† à¤•à¥€à¥¤  à¤¹à¤® à¤«à¤¿à¤²à¤¿à¤¸à¥à¤¤à¥€à¤¨à¤¿à¤¯à¥‹à¤‚ à¤•à¥‡ à¤¸à¤¾à¤¥ à¤¥à¥‡. à¤¸à¤¾à¤¥ à¤¹à¥ˆ à¤”à¤° à¤¸à¤¾à¤¥ à¤°à¤¹à¥‡à¤‚à¤—à¥‡à¥¤""- @ZuberMedia   #PuneWithPalestine #Palestine #PalestineGenocide https://t.co/WupjyY0Uuj""";1;1;17;46;hi;1,38E+18;1,72E+18;ZuberMedia;https://twitter.com/ZuberMedia/status/1716834254783762797
Tue Oct 24 15:09:18 +0000 2023;1,72E+18;Put yourself or your kids in this shoes and imagine the children of Palestine! What agony are they going through! â€¦. ðŸ˜­   #Gaza_Genocide #Gaza #Palestine #palestineGencide https://t.co/7k5NnWhLyG;0;0;0;0;en;1,18E+18;1,72E+18;AkhtarNiaz3;https://twitter.com/AkhtarNiaz3/status/1716834254498468241
Tue Oct 24 15:09:18 +0000 2023;1,72E+18;The government is dragging their feet on taking action against Israel who are continuing with their genocide against Palestinians in Gaza  Show your support for Palestine this Saturday @ 1PM on Bedford Row for the government to bring in sanctions and expel the ambassador  ðŸ‡µðŸ‡¸ðŸ‡µðŸ‡¸ðŸ‡µðŸ‡¸ https://t.co/nRd0zx3bAQ;0;0;1;3;en;700120154;1,72E+18;RuairiFahyPBP;https://twitter.com/RuairiFahyPBP/status/1716834254376894503
Tue Oct 24 15:09:18 +0000 2023;1,72E+18;#Palestine #Gaza_Genocide #Gaza #Hamas #israil #SonDakika #28ekim #GazzedeKatliamVar #Filistin #filistinmitingi #Palestine @RTErdogan @Akparti @akpartiistanbul @iletisim @AliYerlikaya #istanbul https://t.co/2Nx0vkeegi;0;0;0;1;qme;1,36E+18;1,72E+18;yenimedyagazete;https://twitter.com/yenimedyagazete/status/1716834253927780575
Tue Oct 24 15:09:17 +0000 2023;1,72E+18;@megynkelly Point taken? 4over 15 yrs@ Gaza. has Hamas been using Palestine. when Palestine needed nurtering? Or is Hamas blaming Israel4the way Palestine is? Does Israel obey GODS first commandment2LOVE thy neighbor? When Israel learns 2LOVE&amp not kill. then maybe peace? @tribelaw;0;0;0;1;en;291895361;1,72E+18;BestMomOnBoard;https://twitter.com/BestMomOnBoard/status/1716834253776838730
